"Mmin","Mmax",RrupMin(km),RrupMax(km),Per(s),"Nrecs4Avg","Larger.GMRotI50","SdevLargerGM50","Larger.GMRot_AR","SdevLargerGMAR","Larger.RotD50","SdevLargerD50","Larger.RotD100","SdevLargerD100"
4,5,0,200,0.2,5784,1.15235986551355,0.117262042521909,1.16802962288998,0.141420157157519,1.13289418130845,0.0961343185922149,0.926630296443204,0.0725464760005646
4,5,0,200,0.22,5784,1.15710116902729,0.11926763018647,1.17065445779813,0.140791672457124,1.13621649857422,0.0972046199934223,0.926391462231112,0.0734671849222815
4,5,0,200,0.24,5784,1.15885469257523,0.118022529194219,1.17373926240625,0.140784093862542,1.13776725665421,0.0962412128937451,0.927225285344778,0.073717381747372
4,5,0,200,0.25,5783,1.15983341596759,0.118318087562686,1.17557887720374,0.141337397702252,1.13868048631506,0.0965100337099833,0.927187582484646,0.0737920665479271
4,5,0,200,0.26,5783,1.16150452137594,0.118239062517397,1.17616402409205,0.142405878156487,1.13916797310621,0.0967847877413825,0.928716243001613,0.0728336197871724
4,5,0,200,0.28,5783,1.16295469348855,0.120405863316717,1.17728104169904,0.146179354167981,1.14058480029233,0.0979562441805105,0.92750321884467,0.0750600427923301
4,5,0,200,0.29,5783,1.1626886681147,0.119840819661727,1.1783391639745,0.146219839056474,1.140461991187,0.0970891025683299,0.92733712483901,0.0747814002778201
4,5,0,200,0.3,5783,1.1635297153989,0.119079488107892,1.17833524962482,0.145756767802058,1.1407145722403,0.0974336086470474,0.927056063271512,0.073941533481262
4,5,0,200,0.32,5783,1.1659607019883,0.119623560929331,1.18063833011621,0.14491867350566,1.14266665396661,0.0975647226878401,0.927986905642284,0.0728795932723567
4,5,0,200,0.34,5783,1.1652538306887,0.119978078563956,1.18064425058084,0.145753711936598,1.14237437764634,0.0977407740027651,0.926343847661202,0.0740040973266016
4,5,0,200,0.35,5783,1.16526425911936,0.120333030673892,1.18095557402578,0.145788251109256,1.14203577485205,0.0974221098802708,0.925975288692295,0.0749165669212104
4,5,0,200,0.36,5783,1.16625086789251,0.120302345833585,1.18184868804522,0.144967177457912,1.14248114976021,0.0973820363364984,0.926551276569431,0.0744941596577206
4,5,0,200,0.38,5783,1.16570426699587,0.122427685680974,1.18080114193187,0.145614298283262,1.14132682405837,0.0984699996739875,0.926294046246906,0.0743735879174991
4,5,0,200,0.4,5783,1.16754928431343,0.122537909667979,1.18187939465057,0.146107729471686,1.14314709073648,0.0979609085005892,0.925349225378599,0.074642008939553
4,5,0,200,0.42,5781,1.16828037546333,0.121971303826104,1.18368257278131,0.146653450231681,1.14319192818028,0.098401540640743,0.924955588515951,0.0743072472453034
4,5,0,200,0.44,5781,1.16554365228186,0.12164384404716,1.18314323691899,0.147551626843731,1.14151737525156,0.0983091611305099,0.92360540067378,0.0759692106346488
4,5,0,200,0.45,5781,1.16430004590556,0.121467601509428,1.18253446283352,0.148074672035088,1.14055529730709,0.098052751687347,0.923752369253499,0.0748961421449631
4,5,0,200,0.46,5781,1.16469595762602,0.121224892924721,1.18238208948767,0.147821929916155,1.1416860722471,0.097805896851636,0.923881209489159,0.0748143986308705
4,5,0,200,0.48,5781,1.16739784101184,0.121548811617696,1.18265808784737,0.147417184473561,1.14308360347064,0.0983057589082495,0.923504414504854,0.0757687981742623
4,5,0,200,0.5,5781,1.16826690716471,0.122507892912461,1.18271472604052,0.147396824386976,1.142827159029,0.0978660013247724,0.923895512863987,0.0763891329859143
4,5,0,200,0.55,5780,1.16940359583031,0.120172408657986,1.18381393769679,0.146468691864286,1.14380868050991,0.0971591472024745,0.924936097688605,0.0751154506484844
4,5,0,200,0.6,5778,1.16947794413221,0.1200808388724,1.18234374591278,0.147177464912929,1.14198499403413,0.0970362006474888,0.924374120541749,0.0747148479954895
4,5,0,200,0.65,5774,1.16657794715751,0.1190257283925,1.18148296822383,0.144721938973729,1.14086001439522,0.0962220276897419,0.923795887709842,0.0755417019945207
