"Mmin","Mmax",RrupMin(km),RrupMax(km),Per(s),"Nrecs4Avg","Larger.GMRotI50","SdevLargerGM50","Larger.GMRot_AR","SdevLargerGMAR","Larger.RotD50","SdevLargerD50","Larger.RotD100","SdevLargerD100"
5.5,9,0,200,0,5449,1.10671830253137,0.0957473994980649,1.1169112935539,0.0910472226446176,1.10806544408088,0.0909819947741776,0.930977585994078,0.0681943385116754
5.5,9,0,200,-1,5415,1.13916236924778,0.110741635966981,1.1502119051916,0.114726476390904,1.12672789220747,0.0947816912712674,0.925827984149108,0.0739842237443994
5.5,9,0,200,0.01,5449,1.10668518017902,0.0957577230735653,1.11680057165197,0.0910616611894085,1.10803201903522,0.0909644455349913,0.931042405359995,0.0681781841907935
5.5,9,0,200,0.02,5449,1.10664134084217,0.0955601901766224,1.11655450765568,0.0908609538083225,1.10794244733574,0.0910537394979705,0.931559585169921,0.068076485076175
5.5,9,0,200,0.022,5449,1.10637408774151,0.0954202865891378,1.11615655150118,0.0908258858328842,1.10779269583069,0.0909559388707077,0.93162070865336,0.0679899146584997
5.5,9,0,200,0.025,5449,1.10658591023814,0.095456386919583,1.11641777579241,0.0908222994337327,1.1079894495028,0.0909035005008672,0.931997271813533,0.0676060968322303
5.5,9,0,200,0.029,5449,1.10557992225359,0.0951945918799222,1.11564084695882,0.0903885999267307,1.10689814793309,0.090527640545279,0.931651418373624,0.0675801423673786
5.5,9,0,200,0.03,5449,1.10537781953664,0.0952149615902513,1.11535912718348,0.0902772444915111,1.10666937157669,0.0905532423717866,0.931569393618848,0.0678714725311766
5.5,9,0,200,0.032,5449,1.10481919394786,0.0950703297602983,1.11466531238308,0.0901651332756683,1.10622637216026,0.0904272287420016,0.931801733931282,0.0678960415144405
5.5,9,0,200,0.035,5449,1.1050841570708,0.0948707956230617,1.11494400593399,0.0901061775539894,1.10673628762165,0.0901425399653681,0.932141276787575,0.0674269337154456
5.5,9,0,200,0.036,5449,1.10486607093915,0.0950503846207649,1.11466924722129,0.0901770032429413,1.10626125217093,0.090266027627167,0.932103194117829,0.067252466668482
5.5,9,0,200,0.04,5449,1.10495455204469,0.0950879300684732,1.11472963614402,0.0900154282223879,1.10601867474653,0.0899951692220829,0.932103250043818,0.0668976187687289
5.5,9,0,200,0.042,5449,1.10434615049275,0.0946236423860916,1.11366724422834,0.0896613928512413,1.10537297437797,0.0897851287855204,0.93222957497187,0.0670148304684417
5.5,9,0,200,0.044,5449,1.10381130648852,0.0946341744200562,1.1125680950796,0.0892196692563412,1.10443190318629,0.0901540424171361,0.932142792652557,0.0672676070395773
5.5,9,0,200,0.045,5449,1.10341257419872,0.0943064853399794,1.11228864706298,0.0889675078766329,1.10421760611151,0.0903046023154448,0.932179786337684,0.0673270953496234
5.5,9,0,200,0.046,5449,1.10343523263514,0.0938937612928648,1.11247716628988,0.088523712761491,1.10459764772403,0.0897052439977198,0.932416039243629,0.0671172996859705
5.5,9,0,200,0.048,5449,1.10372508081139,0.0943708060027898,1.11289189424453,0.0885256339269925,1.10501314965093,0.0894901613907133,0.932489813455485,0.0667214673508209
5.5,9,0,200,0.05,5449,1.10398696644261,0.0952361699481015,1.11308037190914,0.088562816085583,1.10519890445179,0.0897213514618871,0.932742344465496,0.0664752945564899
5.5,9,0,200,0.055,5449,1.10568662080749,0.0940500976766808,1.11378734260886,0.0879957327786687,1.10645695728269,0.0885283319221317,0.933683015743475,0.0662723181443363
5.5,9,0,200,0.06,5449,1.10483344484861,0.0946870890136715,1.11286344094597,0.0875908836168424,1.10531392618537,0.0893317834804594,0.933330893431527,0.0667554437221892
5.5,9,0,200,0.065,5449,1.10495083534991,0.094554360990629,1.11309447213355,0.0878166839033887,1.1054897538596,0.089676401290398,0.933171805295529,0.0667441817976627
