"Mmin","Mmax",RrupMin(km),RrupMax(km),Per(s),"Nrecs4Avg","RotD50.GMRotI50","SdevD50GM50","RotD50.GMRot_AR","SdevD50GMAR","RotD00.RotD50","SdevD00D50","RotD100.RotD50","SdevD100D50","RotD100.RotD00","SdevD100D00","GMRotI50.GMRot_AR","SdevGM50GMAR"
2,9,0,200,0,17913,1.00106347622384,0.0478803734400805,1.0143833739805,0.0858682115493546,0.746755791379884,0.211742286142963,1.20051796170177,0.0850673490652328,1.60764466182901,0.255747715336103,1.01330574741065,0.0763472765901417
2,9,0,200,-1,17317,1.00999179733669,0.0614417139018565,1.02089603615342,0.0878544377563624,0.707300709112677,0.250149254576896,1.21773686219619,0.0866253743254631,1.7216678090481,0.297161858363004,1.01079636373828,0.0848921358650308
2,9,0,200,0.01,17913,1.00099833380496,0.0477940633910083,1.01429542382595,0.0858317926028574,0.747302902243651,0.211152098266283,1.20025524892787,0.0849908868296325,1.60611613486888,0.255097265796851,1.01328382832611,0.0763132093080144
2,9,0,200,0.02,17913,1.00097529968225,0.0474557741370845,1.01409909572908,0.085566189250461,0.749414282471059,0.209103160280981,1.19910428802475,0.0846988026004608,1.60005529127483,0.252976093522657,1.01311100888404,0.0760200920001415
2,9,0,200,0.022,17913,1.00102603466218,0.047418268601813,1.01395115283821,0.085479580648803,0.750290040775383,0.208500513444924,1.19856080052974,0.0845644521974312,1.59746329471613,0.252357661849027,1.0129118701497,0.0759837401914824
2,9,0,200,0.025,17913,1.00142301139471,0.0477040775503235,1.01404113884158,0.0859649648530245,0.751039023126114,0.208915985720404,1.19759997273845,0.0840153490621974,1.59459087459074,0.252421670048008,1.01260019722265,0.0764343958009588
2,9,0,200,0.029,17913,1.00125768986367,0.0475434485416537,1.01401046089492,0.0864581407465972,0.7525087726344,0.20973344662429,1.1971042046804,0.0836083782381231,1.59081760666996,0.252849106387761,1.01273675214718,0.076999777295636
2,9,0,200,0.03,17913,1.00106960137302,0.0475820837535403,1.01390707034498,0.0868596580331237,0.753015612274847,0.210151903276564,1.1967846799416,0.0835342486980248,1.58932253253838,0.253126737887524,1.01282375266849,0.0772839310293467
2,9,0,200,0.032,17913,1.00094638609305,0.0479255575049897,1.01364753521336,0.087219540739175,0.753660169667819,0.209975926359526,1.19634566973602,0.0834636685628486,1.58738078232702,0.252635377782548,1.01268914029441,0.0776393527909758
2,9,0,200,0.035,17913,1.00091091899808,0.0476355896821154,1.01384247848624,0.0878534663031084,0.754296643798399,0.211289524293358,1.19630595108213,0.0833116276218519,1.58598869677838,0.253709786332228,1.01291979060544,0.0784401760003858
2,9,0,200,0.036,17913,1.00090843323211,0.0477304225152324,1.01385807765068,0.088205685691968,0.75470079281326,0.210764618135723,1.19603074426493,0.0835587726037383,1.58477472881213,0.253437700145133,1.01293789120824,0.0786029932214309
2,9,0,200,0.04,17913,1.00139615990511,0.0474647547528857,1.01409324345368,0.0886770574385313,0.755807323084624,0.20941173727475,1.19433658443921,0.0829386075118226,1.58021303573091,0.251832612022852,1.01267938110505,0.0792282490937238
2,9,0,200,0.042,17913,1.00120490688432,0.0473753401315801,1.01393254608341,0.0885753949052783,0.75662695446768,0.209349716845954,1.19396880874254,0.0828563122835572,1.57801516545568,0.251806531902978,1.01271232203476,0.0790930269613669
2,9,0,200,0.044,17913,1.00111964725541,0.0469778575717405,1.01382869274832,0.088801350735206,0.756924234557527,0.209102685918687,1.19372672976455,0.0832186292871727,1.57707558466847,0.251737897853543,1.01269483175938,0.0793590224922543
2,9,0,200,0.045,17913,1.00112804303279,0.0470795314063878,1.01377514129813,0.0888395185035369,0.756975516363629,0.2097320309837,1.19331143962837,0.0833324030231398,1.5764201269822,0.252290235298299,1.01263284786932,0.0795253145996875
2,9,0,200,0.046,17913,1.00131990512625,0.0473110908366837,1.0136565165731,0.0888359636877396,0.75712263358784,0.210113578261966,1.19307167692489,0.0831885911384939,1.5757971350971,0.25249376781887,1.01232034975405,0.0795416909964788
2,9,0,200,0.048,17913,1.00149437599963,0.0480711710729153,1.01358530092767,0.0891870257847834,0.757395462968289,0.210224821417095,1.19342767550575,0.0828158100261029,1.57569953063704,0.252204668744833,1.01207288350069,0.0799403904518029
2,9,0,200,0.05,17913,1.00171634411566,0.0490094833352772,1.01368862999641,0.089278567243062,0.757441007116926,0.210555383980224,1.19363461129443,0.0829422462948455,1.57587798928105,0.252706526829165,1.0119517725263,0.0805360637890815
2,9,0,200,0.055,17913,1.00214959479209,0.0499518270651596,1.0136475861369,0.0893773121108028,0.757254426457462,0.210850955527277,1.19416533604673,0.0828202195139665,1.57696712534675,0.253194058703376,1.01147332833796,0.0811786515319758
2,9,0,200,0.06,17913,1.00324105909884,0.0504397273309968,1.01420346926049,0.089732007786858,0.755644285395488,0.213101557044226,1.19388385434991,0.0829306834040885,1.57995485101175,0.255945741344846,1.01092699512468,0.0818434245418357
2,9,0,200,0.065,17913,1.00303316982444,0.0506833298556823,1.01456379219203,0.0903310624974135,0.755295210004774,0.215766915598238,1.19511098391878,0.082741465899032,1.58230976191578,0.258771091958803,1.01149575379407,0.0821014339120792
2,9,0,200,0.067,17913,1.00294945251817,0.0505656582587573,1.01483856237839,0.0898957820723159,0.754521749154169,0.216726856942102,1.19527262207385,0.0825841895324484,1.58414601489457,0.259700199485486,1.01185414661762,0.0817284650400105
2,9,0,200,0.07,17913,1.00344112785609,0.0516769176052398,1.0149633235911,0.089797482526215,0.753334735273097,0.216772450148888,1.1961212096509,0.0825166872209465,1.58776856242701,0.259696038443087,1.01148268235689,0.081780981383812
