,0
0,-0.0186706663129405
1,0.09077184778690003
2,0.043508824066861386
3,-0.272828906143122
4,0.1949174653261861
5,-0.05376651374369545
6,-0.12528462894282721
7,-0.22803613533547884
8,-0.2102651267293962
