"Mmin","Mmax",RrupMin(km),RrupMax(km),Per(s),"Nrecs4Avg","RotD50.GMRotI50","SdevD50GM50","RotD50.GMRot_AR","SdevD50GMAR","RotD00.RotD50","SdevD00D50","RotD100.RotD50","SdevD100D50","RotD100.RotD00","SdevD100D00","GMRotI50.GMRot_AR","SdevGM50GMAR"
5.5,9,0,200,0,5449,0.998784240085541,0.0451402027519006,1.00798314713294,0.0599120408561633,0.768533118011488,0.155955960152818,1.19021710162626,0.0826192107176479,1.54868680832628,0.201767104646974,1.00921010432304,0.0545088102766171
5.5,9,0,200,-1,5415,1.01103591836708,0.0608005761255441,1.02084266587039,0.0722234385620461,0.703648301945469,0.230668716121404,1.2169948537935,0.0847632995928809,1.72954990501464,0.27841416591332,1.00969970237967,0.0721292960654094
5.5,9,0,200,0.01,5449,0.99878447659177,0.0450520226995377,1.00791362746393,0.0598340138124417,0.768881649426003,0.155363795233501,1.19009833779461,0.0825611216440175,1.54783033082277,0.20120939888989,1.00914026107345,0.0544550116700574
5.5,9,0,200,0.02,5449,0.99882565516223,0.0450762806772182,1.00777302137006,0.0599215069959489,0.769846898979503,0.153763894928842,1.18934147098454,0.0825219117049506,1.54490649057769,0.199820098849579,1.00895788585485,0.0544050222344858
5.5,9,0,200,0.022,5449,0.998719428197602,0.0449835624214745,1.0075500187914,0.0597029513038951,0.770582522458566,0.1531179386121,1.18910269548643,0.0824683400748461,1.54312180828156,0.199404268953695,1.00884191329865,0.054156678760473
5.5,9,0,200,0.025,5449,0.998733255749597,0.0448755373778665,1.00760686511355,0.0598063982715463,0.770762725951049,0.153861985917783,1.1888333614398,0.0824968989538234,1.54241158973131,0.200120800548618,1.00888486421461,0.0541818324600055
5.5,9,0,200,0.029,5449,0.998809081321566,0.0444838200334284,1.00789837713801,0.0598180187444453,0.771679018427649,0.15310459615327,1.18810332502407,0.0820322186784874,1.53963409222258,0.199269144941531,1.0091001333352,0.0540508377724628
5.5,9,0,200,0.03,5449,0.998832937756095,0.0446670527237482,1.00785216960907,0.0597936030307588,0.772075348117284,0.152481949623382,1.1879623559525,0.0818942460355234,1.53866116674928,0.198492084617156,1.0090297701568,0.0541273480622169
5.5,9,0,200,0.032,5449,0.998727947328134,0.0446847232555769,1.0076285834755,0.0598962683017207,0.772457907347066,0.15289282233945,1.18719072081254,0.0818685764727431,1.53690021102876,0.198844323144819,1.00891197264598,0.0543601350145869
5.5,9,0,200,0.035,5449,0.998507204860523,0.0451144661766514,1.00741614637935,0.0599264628604064,0.772734272869136,0.155330263803954,1.18730531002315,0.0815189650370114,1.53649883499373,0.200935358891372,1.00892226062613,0.0547394681841563
5.5,9,0,200,0.036,5449,0.998738832053423,0.0449183195217157,1.00760037019634,0.05971282308265,0.772618055734713,0.155183116697852,1.18684418115092,0.0817322742571439,1.53613311563409,0.201227657211182,1.00887272814325,0.0546050166331334
5.5,9,0,200,0.04,5449,0.999037879986901,0.0446524976965845,1.00787596231093,0.059465310920836,0.773894123228452,0.151705315974876,1.18658386256515,0.0808596848110292,1.53326382375807,0.197758527101904,1.00884659380898,0.0548088028686747
5.5,9,0,200,0.042,5449,0.999071061163044,0.0447551778352067,1.00750359384807,0.0593598258630697,0.775418884852023,0.148213254723931,1.18573042955789,0.0813055530718807,1.52914824841308,0.194802485910651,1.00844037327557,0.0542299171675939
5.5,9,0,200,0.044,5449,0.999438085140444,0.0442082264300126,1.00736685699665,0.0591662546350262,0.776439860675977,0.14797433021199,1.18483124247891,0.081733470638696,1.52597941255538,0.194656749446842,1.00793322965584,0.053884267691581
5.5,9,0,200,0.045,5449,0.999270948128036,0.0442095337463364,1.00730928478843,0.0591180628319444,0.776588638643913,0.149598816992749,1.18455433414805,0.0820751212056386,1.52533049700101,0.196254562056304,1.00804420130041,0.0536439794205974
5.5,9,0,200,0.046,5449,0.998947657464885,0.0441615790828192,1.00713338343793,0.0589497311370261,0.776806916965055,0.150223393146228,1.18466178318862,0.081582462990452,1.52504020924148,0.19619675854659,1.00819434923529,0.053629011362045
5.5,9,0,200,0.048,5449,0.998834340713543,0.0447790910269971,1.00713000075708,0.0590174000899637,0.777098185727535,0.148850401351924,1.18501364165699,0.0809729701950561,1.52492138499533,0.193906206674846,1.00830534124168,0.054110880804598
5.5,9,0,200,0.05,5449,0.998903420909755,0.0460732335215355,1.00713126607853,0.0587467463608342,0.777987078894514,0.146415705899024,1.18489195972455,0.080951569412012,1.52302267205804,0.191735145674665,1.00823687755647,0.0543786540744306
5.5,9,0,200,0.055,5449,0.999303780892578,0.0454823428779359,1.00662509759455,0.0580298922590555,0.778674275657087,0.146875510143141,1.18504560822673,0.0809835681927286,1.52187589249269,0.193539664179698,1.00732641749382,0.054234546401992
5.5,9,0,200,0.06,5449,0.999565298757775,0.0466224440514569,1.0068301996218,0.0580504204754111,0.779048478287158,0.14597810310772,1.18426801680326,0.0810620504125504,1.52014675570258,0.191811864657893,1.00726806029887,0.0552426942431885
5.5,9,0,200,0.065,5449,0.999512507006238,0.0465770683880966,1.00687904907974,0.0577857631147383,0.779287168924336,0.145162227573094,1.18465833149502,0.0812022689074847,1.52018200572996,0.191697953184123,1.00737013496266,0.0551674086891135
5.5,9,0,200,0.067,5449,0.999760562023126,0.0465588425090408,1.00685982432734,0.0573155405058575,0.77933751682483,0.145301481031081,1.18404466208721,0.0802541350224415,1.51929637227172,0.191480056146805,1.00710096254432,0.0547957082239766
