"Mmin","Mmax",RrupMin(km),RrupMax(km),Per(s),"Nrecs4Avg","RotD50.GMRotI50","SdevD50GM50","RotD50.GMRot_AR","SdevD50GMAR","RotD00.RotD50","SdevD00D50","RotD100.RotD50","SdevD100D50","RotD100.RotD00","SdevD100D00","GMRotI50.GMRot_AR","SdevGM50GMAR"
4,5,0,200,0,5785,1.00243714060191,0.0481477822308188,1.01613324598599,0.0838086290988737,0.736328758080662,0.212900740205248,1.20670354420146,0.0857428312976432,1.63881083138311,0.258383696269271,1.01366280720192,0.0743436665038322
4,5,0,200,-1,5733,1.00956687536453,0.0610875515107834,1.01947607486336,0.0839007468318703,0.712164416930788,0.240615839622962,1.21812072461415,0.0871786053030046,1.71044873298203,0.288196829975346,1.00981529776841,0.0814554371634414
4,5,0,200,0.01,5785,1.00231698905036,0.0480231274732505,1.01604465460655,0.0837628253259326,0.736935066596021,0.212259626763015,1.20642579042662,0.0856367786659916,1.637085606469,0.257659743071402,1.01369593223117,0.0743405760557925
4,5,0,200,0.02,5785,1.00228882209459,0.0473864121469097,1.01586390765044,0.0834626354652902,0.73909842932161,0.209771797646163,1.20522019652649,0.085434502949851,1.63066264074288,0.255089494298099,1.01354408555358,0.0740193309185172
4,5,0,200,0.022,5785,1.00233980246333,0.0474611366162194,1.01589333024971,0.0836713169557948,0.739863774687928,0.209746151953224,1.20445590463049,0.0853301181431804,1.62794279952214,0.255100676640211,1.01352188923664,0.0743676361092537
4,5,0,200,0.025,5785,1.00289275308126,0.0476648789690573,1.01606943946929,0.0841700820981199,0.740875740844351,0.210056538863334,1.20332616454985,0.0845419242884759,1.62419431250166,0.254932658968829,1.01313867943262,0.074837308858765
4,5,0,200,0.029,5785,1.00272515378754,0.0473931288465034,1.0159801715877,0.0847727058671137,0.74235043609492,0.210218190526785,1.20281169844162,0.0843693625071265,1.62027479200918,0.254837752262885,1.01321899400857,0.075784977121206
4,5,0,200,0.03,5785,1.00231050816313,0.0473475392658061,1.01564175975904,0.0852154151148161,0.74317970190859,0.210186175825214,1.2023588122081,0.0844182468825717,1.61785744298489,0.254739988564291,1.01330052063441,0.075924982561352
4,5,0,200,0.032,5785,1.00231727410614,0.0474719464954009,1.01545711077513,0.0847236777940805,0.744106240389017,0.208452017772782,1.20167305130771,0.0842957374671015,1.6149213460157,0.252706441973172,1.01310945846036,0.0755202365282743
4,5,0,200,0.035,5785,1.00215573166653,0.0472757649548011,1.01528717410546,0.0848190221158966,0.745730144661485,0.20613038924669,1.20149363598577,0.0843916650071045,1.61116409814863,0.25042643771116,1.01310319546553,0.0757372704942096
4,5,0,200,0.036,5785,1.00207971175852,0.0475096464871679,1.01525302325798,0.0848381906225507,0.746495616897688,0.205167416200102,1.20095318548798,0.0845509732979707,1.60878799326237,0.249789516836831,1.01314597166761,0.0756717186050805
4,5,0,200,0.04,5785,1.00196148413834,0.0476135553249151,1.0155322462746,0.0860777271129975,0.747236689209111,0.206399455524788,1.19850601065251,0.0839176426444532,1.60391751095764,0.250188007147458,1.01354419541179,0.0770242227273971
4,5,0,200,0.042,5785,1.00190748198805,0.047560785011664,1.01557519014862,0.0866699105898661,0.747717511390771,0.207708353907131,1.19849669333933,0.0837790912213655,1.60287364556984,0.251667473077624,1.01364168688855,0.0777411654512238
4,5,0,200,0.044,5785,1.00144957135673,0.0469504334907934,1.01517448370679,0.0869203194505235,0.74824879004708,0.208190425178158,1.198094673686,0.0841847241893982,1.60119827739464,0.252409718960074,1.01370504590807,0.077647026040836
4,5,0,200,0.045,5785,1.00156095642243,0.0470479073394708,1.01503552031062,0.0870653702010789,0.748346743914579,0.209137871968038,1.19777856877736,0.0840704355263876,1.60056628630709,0.253085068944119,1.0134535634619,0.0782037337916309
4,5,0,200,0.046,5785,1.00190325215607,0.0473050825599212,1.01484119289986,0.0871421170490075,0.748759387981665,0.209778291521626,1.19767096808071,0.0844503255472903,1.5995405030034,0.254085064297021,1.01291336335714,0.0785104857957063
4,5,0,200,0.048,5785,1.00211051262253,0.0477488570296026,1.01491006669141,0.0870161479900969,0.74944456514709,0.210078394325784,1.19782221091758,0.0843036724374379,1.59827993506429,0.254185374305503,1.01277259734098,0.078271619356122
4,5,0,200,0.05,5785,1.0023809393173,0.0485639883691824,1.01496372602825,0.0872913121703681,0.749335528431232,0.210593251918004,1.19846317848919,0.0845432229173881,1.59936788396811,0.25500461902134,1.01255289902013,0.0787443617400143
4,5,0,200,0.055,5785,1.00271275361259,0.049947035667381,1.01525947524761,0.086544653596137,0.749417958716252,0.209467145217298,1.19900387419065,0.0835093524007323,1.59991345316108,0.253156459082294,1.01251277755251,0.0791066531917741
4,5,0,200,0.06,5785,1.00377211384177,0.0511821095993374,1.01501632589309,0.0865895954152491,0.748961995055908,0.211233460149749,1.19848283219293,0.0840837912815913,1.60019178557046,0.255750736852271,1.01120195699429,0.0793291011446984
4,5,0,200,0.065,5785,1.00380500214431,0.0513692719083722,1.0154445251451,0.0865601605119853,0.748266010701251,0.213528477642353,1.19965044736466,0.0832909933509668,1.60324059920935,0.257936070564663,1.01159540246952,0.0789838484640616
4,5,0,200,0.067,5785,1.00312016619923,0.0510184049009096,1.01590932378766,0.0868855182269894,0.747930845220592,0.214124784409435,1.19988126822768,0.0836540422640845,1.60426766176998,0.258717982277215,1.01274937741197,0.079341619018821
4,5,0,200,0.07,5785,1.00399939851429,0.0526494966294111,1.01665557080962,0.0875404533068288,0.746580886286251,0.213546793410467,1.20052937712562,0.0837174919850235,1.60803658274385,0.25834861031237,1.01260575685011,0.0796832112983183
